Concurso,Data Sorteio,1º Prêmio,2º Prêmio,3º Prêmio,4º Prêmio,5º Prêmio
01846,12/12/1981,45685,74278,46340,59479,06556
01847,16/12/1981,54395,12454,59118,45103,33840
01848,19/12/1981,08095,58237,21924,36906,06961
01849,23/12/1981,01820,10069,15758,17473,21814
01850,30/12/1981,61111,21640,25977,04980,27450
01851,06/01/1982,59390,25392,53676,65164,36285
01852,09/01/1982,24435,43480,00706,02500,67652
01853,13/01/1982,77200,18882,52848,70219,45687
01854,16/01/1982,26453,53832,16692,24034,71361
01855,20/01/1982,65862,68814,36784,41117,36695
01856,23/01/1982,64901,31980,07329,33352,56452
01857,27/01/1982,32053,51490,05693,19969,71496
01858,30/01/1982,59872,72078,20596,77507,23340
01859,03/02/1982,43319,38661,26873,03334,33136
01860,06/02/1982,59894,66011,67963,76232,77411
01861,10/02/1982,24674,06022,15300,56630,14445
01862,13/02/1982,35232,22804,74970,64503,45917
01863,17/02/1982,45559,70967,34897,57614,51680
01864,20/02/1982,61547,65598,59123,52139,36220
01865,27/02/1982,17537,25398,49795,01435,55243
01866,03/03/1982,28529,17483,36570,22307,38792
01867,06/03/1982,17385,76298,16671,06644,31902
01868,10/03/1982,74993,39212,50926,54416,52139
01869,13/03/1982,63446,77820,76039,59884,74075
01870,17/03/1982,11602,76999,22186,43485,25362
01871,24/03/1982,15646,10359,79502,01569,51721
01872,27/03/1982,04838,08624,13675,53191,17779
01873,31/03/1982,50913,69379,24998,67530,32391
01874,03/04/1982,55326,52319,12402,75645,06825
01875,07/04/1982,23983,26792,21588,57469,61048
01876,14/04/1982,12996,61527,62688,65219,16636
01877,17/04/1982,49922,34091,17012,48571,28052
01878,24/04/1982,40854,01761,34425,67729,33200
01879,28/04/1982,03935,52559,14777,62597,67150
01880,05/05/1982,76466,13854,03059,10581,24492
01881,08/05/1982,17314,31639,17601,23047,10427
01882,12/05/1982,00283,48475,38408,11447,38488
01883,19/05/1982,07913,66943,58953,38503,03776
01884,22/05/1982,38166,39838,49583,58163,75376
01885,26/05/1982,57479,73448,45024,00581,09313
01886,29/05/1982,50008,14155,03253,51923,29602
01887,02/06/1982,35568,63400,59294,38998,34593
01888,05/06/1982,17199,05051,51650,76277,32062
01889,09/06/1982,09426,29814,66734,03298,08255
01890,12/06/1982,42738,26037,09918,11607,34438
01891,16/06/1982,13018,55203,71763,79233,49363
01892,19/06/1982,57002,74774,71248,61646,44513
01893,23/06/1982,00461,53578,02446,26023,16610
01894,26/06/1982,31046,21011,21995,69122,31676
01895,30/06/1982,54005,76490,04703,17117,62950
01896,03/07/1982,30717,25936,01791,67724,08304
01897,07/07/1982,46504,09973,58913,10376,10740
01898,10/07/1982,01908,63901,74383,26170,03779
01899,14/07/1982,74525,06722,46496,30895,70555
01900,17/07/1982,67929,33015,74903,11281,00204
01901,21/07/1982,31012,46280,33074,00234,39773
01902,24/07/1982,66653,63828,78298,64028,52250
01903,28/07/1982,62069,09434,54196,06807,64934
01904,04/08/1982,62843,16260,56764,15413,22877
01905,07/08/1982,36980,57810,28362,68702,79797
01906,11/08/1982,11447,43220,18326,79703,51023
01907,14/08/1982,00415,00190,52812,65729,50353
01908,18/08/1982,76131,44487,22638,16322,17483
01909,21/08/1982,68465,78755,29564,29661,23211
01910,25/08/1982,31889,45466,27566,05348,58008
01911,28/08/1982,37329,47734,46467,24353,70039
01912,01/09/1982,42852,60165,05371,07437,48816
01913,04/09/1982,33440,20778,77928,06025,44746
01914,11/09/1982,00649,27701,05160,74443,23221
01915,15/09/1982,57251,25010,35903,26728,42251
01916,18/09/1982,16334,15514,54737,54029,11793
01917,22/09/1982,31877,11757,23921,23365,53157
01918,25/09/1982,35580,65388,37368,64148,48280
01919,29/09/1982,55066,48524,02978,08175,75388
01920,06/10/1982,12700,29693,12720,75479,08314
01921,09/10/1982,55395,64223,22410,77804,13593
01922,13/10/1982,70725,63887,22318,06025,62777
01923,16/10/1982,28429,40581,76057,03458,33621
01924,20/10/1982,75049,12762,48626,18266,25663
01925,23/10/1982,29025,74331,38111,11926,01846
01926,27/10/1982,28461,61071,47542,48999,65241
01927,30/10/1982,12187,22501,16559,15333,78447
01928,10/11/1982,58041,06959,22396,76193,60004
01929,13/11/1982,60539,58233,56504,41289,33295
01930,17/11/1982,61647,37887,05624,16909,05128
01931,20/11/1982,16361,37121,75717,66947,49788
01932,24/11/1982,46826,15731,58413,24717,70353
01933,27/11/1982,78296,65315,43946,33994,12674
01934,01/12/1982,11573,41064,71622,25596,49177
01935,04/12/1982,63307,47721,48631,44534,36106
01936,08/12/1982,28740,31045,38979,08166,02520
01937,11/12/1982,48008,79062,30773,04449,18371
01938,15/12/1982,56621,68668,03909,15527,79690
01939,18/12/1982,58502,53150,20486,22692,64268
01940,22/12/1982,34669,26023,69111,14041,62168
01941,29/12/1982,28777,07029,78877,48861,79063
01942,05/01/1983,17973,68649,62419,25016,00566
01943,08/01/1983,64081,45359,26567,66114,30141
01944,12/01/1983,28720,55089,56741,28030,12573
01945,15/01/1983,13716,21376,32919,25668,29167
01946,19/01/1983,68729,41447,64036,41104,29681
01947,22/01/1983,54746,63899,28839,04580,03318
01948,26/01/1983,67451,22060,60745,56184,13981
01949,29/01/1983,74030,21992,10909,26729,23506
01950,02/02/1983,32738,71971,28741,76913,64169
01951,05/02/1983,40946,11563,26017,28606,76791
01952,09/02/1983,47241,20271,13283,00655,70647
01953,12/02/1983,36913,08946,76908,45301,78491
01954,19/02/1983,59863,59734,65026,39031,31076
01955,23/02/1983,62612,68914,59037,56526,41013
01956,26/02/1983,09383,31751,32519,71783,70654
01957,02/03/1983,49800,09517,78365,26471,28764
01958,05/03/1983,43466,67074,74853,74973,70560
01959,09/03/1983,34209,00503,59321,16599,38310
01960,16/03/1983,12161,31846,03548,15960,42981
01961,19/03/1983,49036,09550,76397,21640,04802
01962,23/03/1983,35986,52564,51348,38919,58298
01963,26/03/1983,46289,24797,34961,42159,76644
01964,30/03/1983,72633,78087,39375,68236,78586
01965,01/04/1983,00000,00000,00000,00000,00000
01966,06/04/1983,13608,46381,35498,34198,56390
01967,09/04/1983,47917,01251,69399,16110,10008
01968,13/04/1983,37227,62073,60929,54681,36947
01969,16/04/1983,47725,12339,00830,58283,33216
01970,20/04/1983,60330,51654,61097,70031,02068
01971,23/04/1983,62862,39718,40424,76401,11812
01972,27/04/1983,15792,61751,52075,06495,78904
01973,04/05/1983,25055,40915,61154,32234,49092
01974,07/05/1983,79746,35546,19427,37232,40830
01975,11/05/1983,31611,30576,60573,78937,50968
01976,14/05/1983,01775,31423,60542,07684,47285
01977,18/05/1983,54979,16228,41027,76869,31436
01978,21/05/1983,13110,41945,38448,20700,29915
01979,25/05/1983,46692,28555,28207,58866,46190
01980,28/05/1983,47674,47274,53257,42164,20928
01981,01/06/1983,28437,23191,25348,28521,16161
01982,04/06/1983,32330,51753,62585,01379,47119
01983,08/06/1983,11329,77168,15848,43803,62510
01984,11/06/1983,42885,17718,76845,69482,47667
01985,15/06/1983,48262,71250,68829,22124,69681
01986,18/06/1983,04002,22657,29002,57662,29530
01987,22/06/1983,76060,20476,18895,11223,28949
01988,25/06/1983,65627,20324,78134,18786,45815
01989,29/06/1983,49890,46048,56022,13417,14713
01990,02/07/1983,29092,19010,00352,15037,26740
01991,06/07/1983,33362,61216,04350,79856,48153
01992,09/07/1983,05979,61137,54461,43241,39290
01993,13/07/1983,27560,69465,10873,49881,10351
01994,16/07/1983,00627,27175,73017,39575,71580
01995,20/07/1983,74090,27466,04684,69369,64545
01996,23/07/1983,77838,28495,58810,43090,76115
01997,27/07/1983,03182,27011,33831,02017,07695
01998,30/07/1983,69573,39635,45548,02105,74918
01999,03/08/1983,09356,15269,75648,76167,36127
02000,10/08/1983,39003,64925,75978,43544,25010
02001,13/08/1983,24607,30666,36537,33726,76785
02002,17/08/1983,30104,34401,48629,53960,35700
02003,20/08/1983,16851,59483,60190,24674,77076
02004,24/08/1983,75820,47993,26960,73350,71919
02005,27/08/1983,03352,01984,42738,21703,32420
02006,31/08/1983,25779,41834,55091,16101,04081
02007,03/09/1983,64069,43569,21535,21873,78856
02008,10/09/1983,68168,54492,31231,05710,22154
02009,14/09/1983,31309,54720,36377,09917,13676
02010,17/09/1983,37622,65909,67970,56754,60608
02011,21/09/1983,64476,60391,73972,77454,78151
02012,24/09/1983,51750,78500,72313,44824,45433
02013,28/09/1983,76774,22028,58257,40182,64309
02014,01/10/1983,15640,66219,34604,19793,64055
02015,05/10/1983,09190,32093,23833,07093,17454
02016,08/10/1983,23925,59676,43775,38075,63537
02017,19/10/1983,24812,16438,19208,48541,29687
02018,22/10/1983,18646,04587,21414,21091,37509
02019,26/10/1983,53828,22438,59613,74015,72428
02020,29/10/1983,00887,38787,44901,62711,18552
02021,09/11/1983,04260,55177,63044,13995,18203
02022,12/11/1983,14161,76218,63472,29896,13827
02023,19/11/1983,20746,50907,18288,38525,73034
02024,23/11/1983,60539,12201,65925,73779,61573
02025,26/11/1983,57980,56410,44323,36679,15430
02026,30/11/1983,23069,21306,58131,67895,76007
02027,03/12/1983,52461,29582,22539,27609,05869
02028,07/12/1983,02075,72378,70377,18753,17686
02029,10/12/1983,10153,36351,76534,24973,78851
02030,14/12/1983,65919,69893,20749,10705,67245
02031,17/12/1983,53854,49231,79325,29848,05770
02032,21/12/1983,14130,57149,00877,52230,40060
02033,24/12/1983,50613,75102,61216,39133,29843
02034,31/12/1983,11863,72258,64916,14453,19498
02035,04/01/1984,43988,79807,74851,03612,00431
02036,07/01/1984,53705,75147,48250,69476,53157
02037,11/01/1984,06959,64008,57462,40705,62083
02038,14/01/1984,33519,34464,59765,71437,74633
02039,18/01/1984,47964,02904,43318,29589,23047
02040,21/01/1984,14603,21007,67341,23150,21378
02041,25/01/1984,01195,34300,79709,10310,42122
02042,28/01/1984,59016,51844,55350,09361,23189
02043,01/02/1984,34686,67311,13727,20507,40525
02044,04/02/1984,42670,05578,15023,44089,38847
02045,08/02/1984,61878,79950,24140,68309,05107
02046,11/02/1984,53863,48098,15872,71190,43035
02047,15/02/1984,19074,34509,09044,45989,71365
02048,18/02/1984,16444,23619,73268,55994,39474
02049,22/02/1984,70961,66109,64742,29531,48363
02050,25/02/1984,45702,09963,08511,60873,55339
02051,29/02/1984,45656,39474,48381,16679,05792
02052,03/03/1984,58679,47491,21244,48484,09775
02053,10/03/1984,34902,63176,70596,33271,35355
02054,14/03/1984,53456,46751,28310,29132,04166
02055,17/03/1984,75975,55718,17632,01107,76955
02056,21/03/1984,39152,62237,48862,24449,45222
02057,28/03/1984,65286,08970,52812,21058,68938
02058,31/03/1984,37902,46918,55281,60426,45141
02059,04/04/1984,31612,05936,49785,29862,73871
02060,07/04/1984,12619,34663,56398,11243,68313
02061,11/04/1984,16931,67484,16440,41964,05802
02062,14/04/1984,61239,32753,34354,46453,51945
02063,18/04/1984,22382,47670,63354,32743,76014
02064,25/04/1984,39709,18950,40226,65260,76316
02065,28/04/1984,37974,09511,78234,78800,24171
02066,09/05/1984,26350,68752,28348,33377,47207
02067,12/05/1984,62309,62462,78577,38421,28604
02068,16/05/1984,08363,34876,42349,63205,22640
02069,19/05/1984,65553,16374,21768,46257,20803
02070,23/05/1984,28506,59582,14139,09919,13470
02071,26/05/1984,00771,11329,78507,44489,36111
02072,30/05/1984,75691,79579,67096,54199,00512
02073,02/06/1984,71011,54088,61974,04009,56976
02074,06/06/1984,78137,75635,19042,62357,25440
02075,09/06/1984,16775,36992,67353,24486,77010
02076,13/06/1984,71127,38139,49095,65748,74808
02077,16/06/1984,63564,52605,20683,61415,50905
02078,20/06/1984,32566,41788,61188,62853,12365
02079,27/06/1984,27579,60125,11392,67150,17706
02080,30/06/1984,34732,44285,22847,35396,24682
02081,04/07/1984,03377,76834,38654,05037,30418
02082,07/07/1984,63228,14967,66139,08198,57108
02083,11/07/1984,22051,33842,43820,57207,53029
02084,14/07/1984,45207,70005,48872,23253,63571
02085,18/07/1984,78681,16392,58768,27721,14514
02086,21/07/1984,46030,43999,79313,44173,78000
02087,25/07/1984,14021,27274,44118,32523,05532
02088,28/07/1984,39573,60437,63145,06901,38474
02089,01/08/1984,26885,04895,60948,34542,19257
02090,08/08/1984,50560,13427,22752,05310,16727
02091,11/08/1984,69828,41296,26973,31902,21328
02092,15/08/1984,72677,49290,14858,62780,36866
02093,18/08/1984,68881,65842,76380,06358,33270
02094,22/08/1984,71778,32512,22702,47342,09267
02095,25/08/1984,31991,54552,45481,32261,53959
02096,29/08/1984,15232,63420,21506,14830,19963
02097,01/09/1984,73078,33904,17458,78048,20246
02098,05/09/1984,39071,65772,18137,06204,51787
02099,12/09/1984,00769,20007,56835,76818,01394
02100,15/09/1984,44045,13704,61759,30007,60799
02101,19/09/1984,45945,40116,43886,24824,45431
02102,22/09/1984,25909,05284,30663,48982,22732
02103,26/09/1984,05211,50550,06124,35353,45675
02104,29/09/1984,77084,34062,35848,53941,06892
02105,03/10/1984,61490,42955,02178,73145,61243
02106,10/10/1984,63345,22834,06818,02689,63562
02107,17/10/1984,17824,09233,10318,01666,30731
02108,20/10/1984,29020,16294,21780,08981,08008
02109,24/10/1984,16711,54722,14577,38078,78418
02110,27/10/1984,37090,10605,04900,72365,17026
02111,31/10/1984,77141,34658,45628,56277,27387
02112,07/11/1984,29987,63222,43277,51140,56114
02113,14/11/1984,73140,24266,65221,39205,59740
02114,21/11/1984,71263,75887,12999,68807,08330
02115,24/11/1984,68149,56099,56002,43469,69753
02116,28/11/1984,54147,60983,55736,60903,22933
02117,01/12/1984,08020,10835,53924,13315,06496
02118,05/12/1984,44991,78517,76353,50035,25475
02119,08/12/1984,71871,68997,01504,20047,19932
02120,12/12/1984,07858,24188,61482,13510,46656
02121,15/12/1984,51539,42891,46811,67275,64594
02122,19/12/1984,25985,78297,24283,70670,62865
02123,19/12/1984,31861,57829,41967,13248,42782
02124,29/12/1984,42284,09539,43337,11282,23359
02125,05/01/1985,21447,55722,57655,52752,62216
02126,09/01/1985,37816,50394,78866,56817,69345
02127,12/01/1985,40998,37778,61424,74823,28091
02128,16/01/1985,33719,19945,27274,06719,25537
02129,19/01/1985,14900,73454,05241,70686,47830
02130,23/01/1985,51195,28577,43075,53919,68896
02131,26/01/1985,43863,17391,41909,63090,37223
02132,30/01/1985,24886,45047,66250,39344,06053
02133,02/02/1985,38230,54000,00062,71640,18611
02134,06/02/1985,02595,17373,38990,66775,29970
02135,09/02/1985,55927,52418,51069,45734,34620
02136,13/02/1985,62617,77080,77280,35956,03369
02137,16/02/1985,04670,53463,77989,50247,70253
02138,23/02/1985,07375,68145,77914,54808,06464
02139,27/02/1985,44602,37469,56047,44858,06817
02140,02/03/1985,31836,00859,10862,35656,06622
02141,06/03/1985,42013,24585,64511,13883,72806
02142,09/03/1985,70228,38615,36981,20327,57027
02143,13/03/1985,78661,55801,25020,43756,50470
02144,16/03/1985,39059,72535,67836,65457,14530
02145,20/03/1985,61050,41117,23153,71341,44394
02146,23/03/1985,00839,01524,52223,49404,35136
02147,27/03/1985,48977,54414,28569,43210,38108
02148,30/03/1985,30796,43409,54296,58614,54112
02149,07/04/1985,81351,25005,34746,60981,96926
02150,10/04/1985,51606,79005,06911,03381,08748
02151,13/04/1985,46074,78350,04602,56015,72516
02152,17/04/1985,60114,14965,04968,15452,71799
02153,20/04/1985,51880,36039,08182,02950,30968
02154,24/04/1985,68531,72751,60567,39066,67182
02155,27/04/1985,78883,12742,03359,00935,75867
02156,28/04/1985,00000,00000,00000,00000,00000
02157,08/05/1985,54491,00355,71356,11706,25813
02158,11/05/1985,51797,38212,32307,11485,17804
02159,15/05/1985,55894,44914,04814,63130,24414
02160,18/05/1985,41072,33237,53865,75064,48675
02161,22/05/1985,62779,38057,03394,00545,71889
02162,25/05/1985,37595,28667,47176,56848,09691
02163,29/05/1985,18478,32512,36626,24436,30571
02164,01/06/1985,52561,36965,46036,78807,48971
02165,05/06/1985,31392,02594,15755,13563,25252
02166,12/06/1985,55064,29214,69822,62041,11688
02167,15/06/1985,20554,43362,33675,12999,67000
02168,19/06/1985,10509,54540,07675,52525,54289
02169,22/06/1985,76293,51869,71081,01056,39662
02170,26/06/1985,10053,32343,13000,02421,18635
02171,29/06/1985,38827,60640,07362,32241,24263
02172,03/07/1985,47752,38305,38845,22950,05283
02173,06/07/1985,67059,06592,60632,48819,74436
02174,10/07/1985,44338,17430,61529,58504,07298
02175,13/07/1985,05487,79652,64354,42607,55847
02176,17/07/1985,48237,41695,32943,18571,79076
02177,20/07/1985,15740,67635,74194,07337,21444
02178,24/07/1985,24598,23673,79252,00930,54240
02179,27/07/1985,22049,43167,16957,67727,76899
02180,31/07/1985,31328,55971,29368,21084,05320
02181,04/08/1985,00865,61152,44638,16670,42939
02182,07/08/1985,33170,78680,75656,35709,40839
02183,10/08/1985,31759,72301,36070,18061,20391
02184,14/08/1985,20698,08915,19146,71230,68304
02185,17/08/1985,63672,71216,23470,69196,60896
02186,21/08/1985,00049,59283,60493,77121,51535
02187,24/08/1985,61343,38330,39696,11959,65042
02188,28/08/1985,35306,39399,56077,06134,22362
02189,31/08/1985,22708,63228,07895,11316,62515
02190,04/09/1985,71055,26138,45131,04087,62607
02191,11/09/1985,49360,67070,78930,36988,04255
02192,14/09/1985,42252,46020,58564,20949,38047
02193,18/09/1985,72513,37231,70301,31038,70477
02194,21/09/1985,17984,44097,78075,22449,06170
02195,25/09/1985,54060,25433,20863,64116,07631
02196,28/09/1985,54909,20518,64819,65634,16442
02197,02/10/1985,66072,45101,37990,29529,01795
02198,05/10/1985,35110,15461,54719,35045,58927
02199,09/10/1985,55934,70752,35237,10650,57043
02200,13/10/1985,89248,37237,65927,86831,42000
02201,16/10/1985,29570,15233,52156,03440,26541
02202,19/10/1985,14025,06249,72372,30137,36522
02203,23/10/1985,47972,25830,03350,71310,15708
02204,26/10/1985,43685,03653,01500,38915,07249
02205,30/10/1985,42582,74395,53296,19721,01785
02206,06/11/1985,79007,08661,02047,58990,12997
02207,10/11/1985,91482,66004,94064,49729,07260
02208,13/11/1985,63234,51787,50841,15745,47692
02209,20/11/1985,74286,30209,41613,32032,41639
02210,23/11/1985,73622,56344,13809,63765,06223
02211,27/11/1985,23710,51981,24023,58569,75818
02212,30/11/1985,23745,52558,46575,52240,10479
02213,04/12/1985,56338,09554,34561,70306,42831
02214,07/12/1985,01743,05489,44873,67300,04305
02215,11/12/1985,32925,74479,69258,57110,66366
02216,14/12/1985,71113,11548,70824,75312,22746
02217,18/12/1985,08086,45788,68505,74755,36053
02218,21/12/1985,68403,33676,65765,48711,67458
02219,28/12/1985,02562,62466,57240,22344,30853
02220,04/01/1986,20556,78701,24993,34869,60792
02221,08/01/1986,53241,24202,18668,48594,38616
02222,11/01/1986,45699,28456,59332,29248,22800
02223,15/01/1986,22837,22630,44262,10992,38370
02224,18/01/1986,16944,22729,25919,21265,45798
02225,22/01/1986,19721,14319,34742,01006,74026
02226,25/01/1986,72386,79471,08389,62997,44800
02227,29/01/1986,03859,30120,41035,09314,58776
02228,01/02/1986,05674,26893,00525,77528,38785
02229,05/02/1986,42491,15558,13342,19919,31745
02230,08/02/1986,69019,08652,37678,82012,84841
02231,15/02/1986,69504,42318,75216,12260,12718
02232,19/02/1986,83405,51292,09129,52268,45436
02233,22/02/1986,13668,30842,16448,41999,49600
02234,26/02/1986,42647,37031,19922,67959,35949
02235,01/03/1986,19895,17381,50771,82510,46379
02236,05/03/1986,13653,72796,47183,54860,16134
02237,08/03/1986,30280,56048,00585,79673,43866
02238,12/03/1986,21323,16742,83990,63168,78356
02239,15/03/1986,05452,52723,21202,06493,05966
02240,19/03/1986,37762,76475,09338,64879,62434
02241,23/03/1986,29679,16686,81803,41094,31227
02242,26/03/1986,30041,65068,32970,35274,45153
02243,02/04/1986,10589,83471,46333,01593,15256
02244,05/04/1986,78483,31921,60760,36974,23089
02245,09/04/1986,77542,40532,27309,06541,17444
02246,12/04/1986,14931,23989,35286,12720,16595
