Concurso,Data Sorteio,1º Prêmio,2º Prêmio,3º Prêmio,4º Prêmio,5º Prêmio
04048,28/06/2006,67118,46365,55632,33745,72639
04049,01/07/2006,18261,53070,26849,63568,34604
04050,05/07/2006,01895,45118,52483,12900,03493
04051,08/07/2006,37826,69289,73432,42942,68020
04052,12/07/2006,25413,70840,55757,61310,70526
04053,15/07/2006,00104,26621,31402,38547,09266
04054,19/07/2006,43873,50077,72743,37974,19556
04055,22/07/2006,58123,21849,57818,29369,03098
04056,26/07/2006,47538,51102,18808,60559,33843
04057,29/07/2006,16130,35336,49360,25030,46628
04058,02/08/2006,22494,38129,15282,64581,00474
04059,05/08/2006,11881,55763,60840,28844,48167
04060,09/08/2006,34173,19559,16586,12251,40594
04061,12/08/2006,62227,00030,21722,69448,53251
04062,16/08/2006,28362,46166,72052,19303,50558
04063,19/08/2006,29932,13453,34159,08711,23002
04064,23/08/2006,02137,09862,01642,06566,47559
04065,26/08/2006,49757,73358,29179,54218,50484
04066,30/08/2006,11214,00184,45896,09206,39641
04067,02/09/2006,29268,20984,03899,69620,23019
04068,06/09/2006,18467,16215,21902,61207,61381
04069,09/09/2006,08854,31450,13292,16512,44290
04070,13/09/2006,47625,30016,38558,56980,02627
04071,16/09/2006,45556,15407,00613,19797,07720
04072,20/09/2006,32844,47564,27193,30845,08628
04073,23/09/2006,67790,63497,36266,03487,14881
04074,27/09/2006,51315,36672,31921,16547,64564
04075,30/09/2006,17436,35074,73514,70864,58676
04076,04/10/2006,16565,20401,64877,54178,68719
04077,07/10/2006,62484,24240,39098,72770,52406
04078,11/10/2006,36040,45920,40108,18346,67511
04079,14/10/2006,47355,42347,66448,40014,45844
04080,18/10/2006,15335,74636,19117,33298,74696
04081,21/10/2006,49845,20665,29358,71541,06897
04082,25/10/2006,55167,52818,36855,52438,44404
04083,28/10/2006,13357,26329,58708,69717,00666
04084,01/11/2006,25304,39397,39664,51789,25620
04085,04/11/2006,29117,17038,64220,69028,29369
04086,08/11/2006,02203,55342,21820,54141,01298
04087,11/11/2006,19287,51027,36528,26198,31002
04088,18/11/2006,07939,09464,53348,46692,38536
04089,22/11/2006,66678,53080,05701,70513,05554
04090,25/11/2006,04956,13063,03304,61836,30244
04091,29/11/2006,16828,54744,69913,64095,17486
04092,02/12/2006,63820,08400,48181,22537,12828
04093,06/12/2006,59192,74483,51155,23632,54036
04094,09/12/2006,15730,40775,43746,37466,72278
04095,13/12/2006,44191,57751,35294,57311,66585
04096,16/12/2006,35155,36226,23900,01290,64041
04097,20/12/2006,44006,35708,64493,57759,63435
04098,23/12/2006,04251,68354,40407,42798,33141
04099,27/12/2006,58326,68398,73863,59872,14233
04100,30/12/2006,29313,67026,61175,73453,34004
04101,03/01/2007,04133,47485,72611,23159,14470
04102,06/01/2007,21577,44955,18503,57973,26898
04103,10/01/2007,13597,25292,03800,59569,25049
04104,13/01/2007,10932,11284,71229,24874,27353
04105,17/01/2007,36270,02812,34135,63790,11554
04106,20/01/2007,46602,17970,45251,19549,59966
04107,24/01/2007,31188,12406,07376,30905,26974
04108,27/01/2007,57659,65339,67097,24698,52065
04109,31/01/2007,45402,38049,58500,55799,30352
04110,03/02/2007,68801,34119,37928,52763,01839
04111,07/02/2007,09030,15455,12437,14689,25140
04112,10/02/2007,29279,72853,06941,25198,26991
04113,14/02/2007,58253,41896,60002,04894,19773
04114,17/02/2007,20121,05676,16410,42700,36928
04115,21/02/2007,73826,56146,68839,30895,45810
04116,24/02/2007,15763,01545,24814,23067,24319
04117,28/02/2007,74694,33782,19932,60452,43372
04118,03/03/2007,37099,49271,59065,13437,59446
04119,07/03/2007,40573,43274,50197,73252,31021
04120,10/03/2007,19486,61096,25261,18070,25983
04121,14/03/2007,03812,71567,06850,73864,52106
04122,17/03/2007,71337,27796,36164,00637,21226
04123,21/03/2007,31750,48031,67060,68945,73557
04124,24/03/2007,59660,03873,09662,26064,14475
04125,28/03/2007,70954,07393,44491,13252,19619
04126,31/03/2007,11418,19402,10675,54054,58010
04127,04/04/2007,15919,01434,48657,56584,43187
04128,07/04/2007,54302,34773,11649,16197,12045
04129,11/04/2007,29399,45889,69458,07635,00264
04130,14/04/2007,28101,02342,14993,31307,00138
04131,18/04/2007,11766,68369,25517,67219,35514
04132,25/04/2007,63101,45542,35713,26681,18455
04133,28/04/2007,73242,53756,10112,73644,66796
04134,02/05/2007,37309,34289,03656,42424,14168
04135,05/05/2007,28725,70092,15742,63274,28668
04136,09/05/2007,46161,41350,68923,09789,34262
04137,12/05/2007,19983,28676,36089,57279,61493
04138,16/05/2007,05677,62079,34313,16673,60781
04139,19/05/2007,53894,10808,73497,00003,07854
04140,23/05/2007,25946,03380,09733,31888,20429
04141,26/05/2007,01704,33948,62405,09125,02873
04142,30/05/2007,34222,18549,56116,58432,46993
04143,02/06/2007,61979,56014,53213,20937,48064
04144,06/06/2007,05353,09605,53992,74821,21076
04145,09/06/2007,72624,18424,39806,11323,12499
04146,13/06/2007,40874,17481,41865,25272,43430
04147,16/06/2007,54743,29184,28945,42338,57881
04148,20/06/2007,51586,04392,33206,25100,29041
04149,23/06/2007,17109,31208,63184,73355,60777
04150,27/06/2007,67350,36290,24685,30411,18966
04151,30/06/2007,54185,72179,61105,67315,21418
04152,04/07/2007,27050,62504,26308,52289,60335
04153,07/07/2007,44886,57466,19439,60666,12341
04154,11/07/2007,27219,45625,04726,31733,67440
04155,14/07/2007,14952,39881,74048,39036,13402
04156,18/07/2007,13361,59573,39669,21029,64592
04157,21/07/2007,71188,61589,04319,21530,12058
04158,25/07/2007,70589,65530,45683,05675,56660
04159,28/07/2007,46299,39163,65558,71137,13584
04160,01/08/2007,24548,22223,27946,72310,33738
04161,04/08/2007,24011,70804,24617,39908,65076
04162,08/08/2007,68442,25142,60193,74014,03221
04163,11/08/2007,18598,23579,00008,04222,48833
04164,15/08/2007,03361,10519,49524,12577,30931
04165,18/08/2007,28895,13072,19022,39006,09096
04166,22/08/2007,43956,64400,26412,38971,29097
04167,25/08/2007,12073,34185,55491,59255,06713
04168,29/08/2007,42059,51174,12955,06036,38695
04169,01/09/2007,00823,58018,55984,72258,49120
04170,05/09/2007,40426,63200,33247,04469,24927
04171,08/09/2007,16789,22728,01314,00148,59997
04172,12/09/2007,56907,22611,22649,46123,20523
04173,15/09/2007,21101,56164,52876,31702,65715
04174,19/09/2007,47525,26166,14567,40164,39546
04175,22/09/2007,01352,61216,59915,09788,34560
04176,26/09/2007,43194,43740,45794,20014,05846
04177,29/09/2007,11042,61920,59002,73186,59729
04178,03/10/2007,15560,74143,07490,71192,63440
04179,06/10/2007,56723,35807,03354,13134,66584
04180,10/10/2007,15825,24072,17095,43878,09634
04181,13/10/2007,45806,45777,57281,51175,04722
04182,17/10/2007,63851,70298,62538,04271,33878
04183,20/10/2007,71587,55923,12275,54818,57629
04184,24/10/2007,33234,55604,18555,17576,64978
04185,27/10/2007,59277,02082,26993,71188,25469
04186,31/10/2007,51719,05576,48205,36735,46840
04187,03/11/2007,42082,71180,53741,10022,15790
04188,07/11/2007,18869,70660,36992,60846,22582
04189,10/11/2007,60182,48662,39228,17375,54118
04190,14/11/2007,29222,43101,10932,68255,48330
04191,17/11/2007,59583,43988,59428,28643,02767
04192,21/11/2007,17395,66287,55634,48081,47778
04193,24/11/2007,71401,56550,34520,37266,39873
04194,28/11/2007,41004,15243,33751,32607,00583
04195,01/12/2007,41431,49320,14374,63915,73828
04196,05/12/2007,56253,06729,20039,27317,15898
04197,08/12/2007,23754,02018,71540,08748,21605
04198,12/12/2007,00157,52332,52634,26350,55286
04199,15/12/2007,47586,33089,73985,27847,14500
04200,19/12/2007,64673,47669,55787,59783,32253
04201,22/12/2007,01411,27328,16818,52863,25199
04202,26/12/2007,61898,66992,09528,02138,30747
04203,29/12/2007,61825,23765,48827,53549,46770
04204,02/01/2008,65257,19542,36890,32910,43905
04205,05/01/2008,34032,42094,63294,64312,64587
04206,09/01/2008,42716,20946,46087,27401,08568
04207,12/01/2008,70501,57937,08482,24725,70051
04208,16/01/2008,55112,02195,61317,74244,66599
04209,19/01/2008,40374,24946,64275,24837,66582
04210,23/01/2008,02792,02175,14264,12347,19454
04211,26/01/2008,53053,24925,68773,22329,51255
04212,30/01/2008,06505,50067,08406,69255,66128
04213,02/02/2008,69598,29121,45430,35122,23739
04214,06/02/2008,24012,16004,16076,50443,10144
04215,09/02/2008,65019,28525,54169,69007,42061
04216,13/02/2008,01023,56204,44950,19558,56932
04217,16/02/2008,13671,08791,74684,04781,01362
04218,20/02/2008,09897,59481,39468,44904,46387
04219,23/02/2008,70071,31112,58407,15143,23557
04220,27/02/2008,33915,71668,33187,04968,60483
04221,01/03/2008,09985,25253,52525,56025,10841
04222,05/03/2008,57738,63809,18721,13219,51529
04223,08/03/2008,30278,10103,38179,68278,50911
04224,12/03/2008,59030,33321,23278,10493,23560
04225,15/03/2008,22959,02619,55365,53721,06233
04226,19/03/2008,07332,17382,39715,28299,07605
04227,22/03/2008,05764,21615,39150,15889,12425
04228,26/03/2008,01671,39450,73776,19357,28745
04229,29/03/2008,12926,37896,74830,49114,05299
04230,02/04/2008,31933,58666,23344,71917,60725
04231,05/04/2008,20185,35223,61635,15232,27272
04232,09/04/2008,36558,37564,05519,67556,09484
04233,12/04/2008,17244,51315,69033,09661,54607
04234,16/04/2008,71287,40996,24137,08413,49158
04235,19/04/2008,33051,37046,43467,08490,02322
04236,23/04/2008,04654,11642,28953,53703,58658
04237,26/04/2008,60829,28427,26249,30440,29840
04238,30/04/2008,68771,64533,67059,66664,74513
04239,03/05/2008,26052,45247,40436,14059,56178
04240,07/05/2008,23201,10341,03739,42813,34339
04241,10/05/2008,41238,57971,66653,73165,13519
04242,14/05/2008,51850,31307,27381,19078,52727
04243,17/05/2008,27472,01922,04852,12643,35948
04244,21/05/2008,46047,12871,42877,14098,37850
04245,24/05/2008,25283,12352,18441,11949,01465
04246,28/05/2008,48756,24258,41488,64504,14485
04247,31/05/2008,57480,22673,36969,37945,26113
04248,04/06/2008,43391,01816,25198,61791,59517
04249,07/06/2008,19755,28519,04334,72818,04051
04250,11/06/2008,63499,45780,31738,02737,42993
04251,14/06/2008,70818,59142,49357,54061,23928
04252,18/06/2008,67482,51291,37363,08488,48289
04253,21/06/2008,64261,09728,27283,29210,22780
04254,25/06/2008,64890,55788,12165,66997,34688
04255,28/06/2008,73525,46339,55402,14956,65648
04256,02/07/2008,40416,02273,37656,57849,48565
04257,05/07/2008,43366,13954,17040,32876,51029
04258,09/07/2008,37379,27111,09228,54078,20085
04259,12/07/2008,07445,53234,52145,40146,33817
04260,16/07/2008,38684,67726,26509,56782,70024
04261,19/07/2008,32789,48401,56591,23646,68737
04262,23/07/2008,27392,74651,55165,73565,64805
04263,26/07/2008,68700,53626,19270,04623,42044
04264,30/07/2008,05447,00365,41398,18494,48867
04265,02/08/2008,26553,01141,21830,07123,39330
04266,06/08/2008,54816,18205,57705,14528,26615
04267,09/08/2008,35412,02367,12020,74089,26854
04268,13/08/2008,74862,48490,21557,52358,39557
04269,16/08/2008,30726,19179,35304,33676,41988
04270,20/08/2008,34408,40299,34359,54101,26411
04271,23/08/2008,42456,11176,36765,50800,04243
04272,27/08/2008,60345,01006,02748,19951,34601
04273,30/08/2008,00042,69559,22497,74370,42215
04274,03/09/2008,64586,26065,45369,59429,03645
04275,06/09/2008,44019,55124,17653,57509,07265
04276,10/09/2008,02180,42828,02889,06563,05905
04277,13/09/2008,34050,14207,29052,52212,43939
04278,17/09/2008,65816,39260,55119,59877,65222
04279,20/09/2008,49291,64139,13093,10529,02104
04280,24/09/2008,35709,74204,48233,06489,09283
04281,27/09/2008,29120,24253,72733,44521,08183
04282,01/10/2008,59410,16892,10933,02404,30634
04283,04/10/2008,73987,64784,32850,31486,08544
04284,08/10/2008,00653,35088,05176,70684,10495
04285,11/10/2008,50017,23791,56523,69863,69607
04286,15/10/2008,02779,17067,17219,05142,00901
04287,18/10/2008,15802,51066,52571,30843,24928
04288,22/10/2008,29152,59693,36503,35992,40822
04289,25/10/2008,23094,32427,24068,59761,19470
04290,29/10/2008,36877,37462,24884,54806,10124
04291,01/11/2008,68499,48071,46222,49471,47782
04292,05/11/2008,38995,45697,32690,73000,79301
04293,08/11/2008,03054,23799,35470,10890,29903
04294,12/11/2008,47511,05224,09271,68789,03105
04295,19/11/2008,22935,56038,22020,42303,76172
04296,22/11/2008,66885,05737,55814,32649,00839
04297,26/11/2008,02768,41845,64547,01405,59023
04298,29/11/2008,43939,43152,21246,41617,04453
04299,03/12/2008,61935,04263,39176,47523,44178
04300,06/12/2008,28721,21719,19394,36799,15174
04301,10/12/2008,44137,73382,51188,70702,11533
04302,13/12/2008,11081,45777,22523,54330,00485
04303,17/12/2008,49933,64967,73197,25946,53943
04304,20/12/2008,44674,04836,30471,11777,41211
04305,24/12/2008,34035,56267,76957,16232,47965
04306,27/12/2008,55216,32808,21145,07619,66066
04307,31/12/2008,20534,66178,72943,70272,15040
04308,03/01/2009,21134,11240,40904,51536,41160
04309,07/01/2009,61244,67040,02713,18932,72335
04310,10/01/2009,71207,15693,15880,61878,36185
04311,14/01/2009,49703,60901,08354,40585,34085
04312,17/01/2009,35207,48345,52403,45686,28382
04313,21/01/2009,21543,36439,62956,32383,07070
04314,24/01/2009,51835,32707,18619,05065,69219
04315,28/01/2009,43872,07396,79789,05378,04380
04316,31/01/2009,51006,35854,23510,45913,06500
04317,04/02/2009,23662,78606,78170,05448,43039
04318,07/02/2009,71422,31062,42380,47870,70662
04319,11/02/2009,49872,60134,42050,29064,71490
04320,14/02/2009,42526,48231,33835,04241,31158
04321,18/02/2009,61291,35816,48820,34910,20424
04322,21/02/2009,01389,35826,16900,60309,47347
04323,25/02/2009,25797,78070,27959,49949,78778
04324,28/02/2009,08606,34925,05285,30709,71841
04325,04/03/2009,78324,44241,60300,08003,12205
04326,07/03/2009,69661,63680,58448,40288,66909
04327,11/03/2009,31850,60045,75584,54008,24157
04328,14/03/2009,77990,21121,41933,22179,68227
04329,18/03/2009,73036,35329,15368,05740,53650
04330,21/03/2009,73554,13875,52662,73516,04329
04331,25/03/2009,20871,22948,13475,15933,03633
04332,28/03/2009,54423,52572,38007,43131,10144
04333,01/04/2009,41385,48641,13684,78948,49401
04334,04/04/2009,43039,13669,09456,36119,10033
04335,08/04/2009,29782,01265,76567,18995,69333
04336,11/04/2009,30887,24794,60350,51407,55559
04337,15/04/2009,64911,06534,51696,73804,70357
04338,18/04/2009,41171,41039,45864,17769,04737
04339,22/04/2009,38526,62570,73241,48922,23750
04340,25/04/2009,58871,49305,61114,27024,19370
04341,29/04/2009,50410,09194,32419,04464,17497
04342,02/05/2009,31845,65476,27407,50777,26898
04343,06/05/2009,74932,32160,61236,20364,79941
04344,09/05/2009,29321,09140,70251,42350,47464
04345,13/05/2009,58582,52437,03118,73582,04054
04346,16/05/2009,39012,09676,37820,62467,03776
04347,20/05/2009,13473,57861,05026,78250,51057
04348,23/05/2009,05130,41029,47683,12087,56468
04349,27/05/2009,22105,07266,73914,13893,62391
04350,30/05/2009,14454,04693,59217,54641,42088
04351,03/06/2009,07637,30032,04155,37040,06177
04352,06/06/2009,66728,58337,74403,24342,63180
04353,10/06/2009,64758,36566,70532,44627,01456
04354,13/06/2009,21608,23202,21224,02536,64918
04355,17/06/2009,15879,70259,16010,36713,28143
04356,20/06/2009,32887,38044,25468,63805,43751
04357,24/06/2009,40207,50476,46940,66591,12998
04358,27/06/2009,26690,40649,14117,60159,46697
04359,01/07/2009,19721,79598,27294,30580,50276
04360,04/07/2009,67601,53349,59033,69910,09077
04361,08/07/2009,60034,68071,22206,20282,00055
04362,11/07/2009,16523,48743,18081,59273,25220
04363,15/07/2009,79990,44206,08780,13098,45594
04364,18/07/2009,26505,74962,53981,21910,08144
04365,22/07/2009,04985,29259,14517,26030,07099
04366,25/07/2009,29284,06957,41054,24439,11523
04367,29/07/2009,17295,57572,47981,30510,32877
04368,01/08/2009,22728,62836,01086,48992,70570
04369,05/08/2009,54260,58233,69584,75856,18877
04370,08/08/2009,36193,55868,00650,35263,40190
04371,12/08/2009,77992,59036,36620,21741,02535
04372,15/08/2009,43459,51841,11419,34952,19051
04373,19/08/2009,58428,68943,36750,52983,72290
04374,22/08/2009,70662,03911,56205,60337,77833
04375,26/08/2009,59882,59201,19955,24780,08507
04376,29/08/2009,22455,46616,53657,28760,09074
04377,02/09/2009,60641,07694,26075,28086,67297
04378,05/09/2009,75303,29494,09517,39320,67287
04379,09/09/2009,36020,22047,41167,70800,41596
04380,12/09/2009,54280,02743,57380,13274,30315
04381,16/09/2009,07070,49505,03115,82496,38505
04382,19/09/2009,29084,42419,69932,43804,00379
04383,23/09/2009,16649,46502,41601,27953,54197
04384,26/09/2009,00891,18896,66298,31533,51478
04385,30/09/2009,34351,44745,28881,81544,37571
04386,03/10/2009,61153,01941,56022,03932,14324
04387,07/10/2009,07721,46750,47795,29496,07236
04388,10/10/2009,53375,18059,07195,09638,43650
04389,14/10/2009,04585,83005,24428,07903,47322
04390,17/10/2009,40876,69700,40233,43211,00986
04391,21/10/2009,25658,80796,45055,09762,56661
04392,24/10/2009,77504,28139,19900,11943,15804
04393,28/10/2009,03743,22272,34982,20046,00024
04394,31/10/2009,52574,03538,69904,69187,15701
04395,04/11/2009,41777,48559,52191,67501,02028
04396,07/11/2009,25350,18201,14178,05257,13809
04397,11/11/2009,37353,29147,04453,45814,25636
04398,14/11/2009,69351,70176,35930,15171,44339
04399,18/11/2009,00548,57666,68156,54825,30291
04400,21/11/2009,49406,19213,69034,03585,32556
04401,25/11/2009,50192,26948,68402,41011,15194
04402,28/11/2009,50905,47031,75184,59322,65593
04403,02/12/2009,69801,31938,82642,44353,07674
04404,05/12/2009,38659,00234,31807,60195,04316
04405,09/12/2009,80246,41312,25993,07455,74214
04406,12/12/2009,45643,48333,59606,75353,68257
04407,16/12/2009,32475,03914,79303,84567,16260
04408,19/12/2009,75912,50235,79561,46083,62555
04409,23/12/2009,78593,59331,00049,09189,32741
04410,26/12/2009,58473,47701,02054,18660,20805
04411,30/12/2009,32586,21382,48781,63062,07035
04412,02/01/2010,70662,30373,35067,29985,19059
04413,06/01/2010,64144,23675,55626,67534,07800
04414,09/01/2010,63978,10998,40776,55914,35084
04415,13/01/2010,43198,01611,84144,48177,75640
04416,16/01/2010,65936,31431,51777,18502,54184
04417,20/01/2010,22486,61206,52816,49046,54744
04418,23/01/2010,04401,61556,34732,77491,04790
04419,27/01/2010,03500,34885,38447,49770,14381
04420,30/01/2010,71612,46501,47943,61585,11908
04421,03/02/2010,29795,72528,39889,42037,01819
04422,06/02/2010,15144,59768,61445,79077,53750
04423,10/02/2010,44426,34556,73092,34338,64082
04424,13/02/2010,15021,40460,68142,20984,70098
04425,17/02/2010,50634,55146,77749,38338,27308
04426,20/02/2010,50527,28097,42245,52017,35836
04427,24/02/2010,76121,06938,18969,31399,20794
04428,27/02/2010,66609,55786,74120,57150,59307
04429,03/03/2010,82385,47271,39033,33435,02609
04430,06/03/2010,22048,40257,28080,17493,46386
04431,10/03/2010,14287,17390,68808,72900,49328
04432,13/03/2010,78831,23935,81082,20303,26589
04433,17/03/2010,32263,14888,80451,19620,32774
04434,20/03/2010,46850,32907,24694,06376,50421
04435,24/03/2010,35308,47020,36037,02869,68252
04436,27/03/2010,12259,17090,25375,54289,18582
04437,31/03/2010,30079,30442,08465,52003,19256
04438,03/04/2010,62598,52870,15449,11692,52885
04439,07/04/2010,09992,39511,16259,79617,29782
04440,10/04/2010,07056,04119,02425,66118,81953
04441,14/04/2010,71706,56052,63803,68465,32230
04442,17/04/2010,45008,73901,03842,71260,60436
04443,20/04/2010,55132,37283,24672,15539,28147
04444,24/04/2010,63029,79742,31864,52397,65206
04445,28/04/2010,55894,10058,66259,07601,08996
04446,05/05/2010,52239,04411,38017,32653,00475
04447,08/05/2010,75662,42366,72960,63809,67302
04448,12/05/2010,24097,07342,75497,06830,02885
04449,15/05/2010,48937,77656,20933,57986,70911
04450,19/05/2010,40510,03052,54777,51087,68287
04451,22/05/2010,13248,33403,57088,65661,43720
04452,26/05/2010,42571,46983,63929,05190,19702
04453,29/05/2010,19988,77004,24080,26290,39634
04454,02/06/2010,32219,69251,10055,52768,44450
04455,05/06/2010,78634,03832,38323,63876,23882
04456,09/06/2010,71290,81801,69413,52634,02821
04457,12/06/2010,12089,17318,27051,69280,10838
04458,16/06/2010,36560,30625,29826,25518,71116
04459,19/06/2010,20248,67538,06689,48572,71036
04460,23/06/2010,17807,75158,09871,27960,31567
04461,26/06/2010,83488,42773,34723,57431,76637
04462,30/06/2010,35129,09403,08953,82319,45055
04463,03/07/2010,39439,26583,44940,23300,19077
04464,07/07/2010,54102,73568,12319,61421,79515
04465,10/07/2010,77569,01083,17757,70863,30810
04466,14/07/2010,56031,82892,16635,66667,31030
04467,17/07/2010,08456,04544,69108,32201,47925
04468,21/07/2010,28583,16747,43086,36874,49853
04469,24/07/2010,12655,39447,72574,52610,54220
04470,28/07/2010,23044,15598,77471,60979,73348
04471,31/07/2010,28160,67729,09135,26576,55469
04472,04/08/2010,71686,27064,59227,58525,43144
04473,07/08/2010,44432,64500,23280,39673,25882
04474,11/08/2010,35974,08618,30529,47008,36832
04475,14/08/2010,49507,31316,14850,48576,23423
04476,18/08/2010,66428,38458,38096,70706,27601
04477,21/08/2010,13211,13730,44933,34302,28659
04478,25/08/2010,59332,51237,59972,78758,01970
04479,28/08/2010,31649,32169,17481,15346,36065
04480,01/09/2010,22820,80425,12518,80849,02600
04481,04/09/2010,12515,08344,25288,32329,45194
04482,08/09/2010,75267,44151,47053,47804,54258
04483,11/09/2010,73472,65868,44692,45802,37409
04484,15/09/2010,10556,36429,04958,03172,31025
04485,18/09/2010,33225,21751,02705,14148,20433
04486,22/09/2010,79354,06028,08281,19878,64601
04487,25/09/2010,38046,27582,18854,00588,02806
04488,29/09/2010,70599,11960,14010,76054,70166
04489,02/10/2010,46340,52055,03702,52894,41753
04490,06/10/2010,43756,79063,74302,62929,42885
04491,09/10/2010,25925,56339,18988,29520,50634
04492,13/10/2010,81312,10778,01570,78672,63930
04493,16/10/2010,00078,23393,58833,46340,21553
04494,20/10/2010,65247,75289,20956,37153,68378
04495,23/10/2010,35415,55942,50350,34551,46137
04496,27/10/2010,54142,64143,72961,09324,29698
04497,30/10/2010,24832,02324,52689,00109,37619
04498,03/11/2010,26632,32296,38804,43052,48782
04499,06/11/2010,48417,21145,48763,03209,06280
04500,10/11/2010,78043,20558,38675,75602,22913
04501,13/11/2010,22536,46796,30397,27904,09697
04502,17/11/2010,71631,22482,79949,07866,81446
04503,20/11/2010,81647,58043,64977,67089,44803
04504,24/11/2010,75521,17948,55716,51846,72113
04505,27/11/2010,60869,05790,48576,23976,29951
04506,01/12/2010,06309,74977,30220,12343,76440
04507,04/12/2010,16975,21575,28236,50382,15671
04508,08/12/2010,13884,62410,49340,69053,77484
04509,11/12/2010,66436,56415,36461,35611,03085
04510,15/12/2010,34360,04070,03947,62755,10542
04511,18/12/2010,03141,62460,07226,62945,26284
04512,22/12/2010,18868,76239,12931,05927,79961
04513,24/12/2010,24110,67353,01790,05350,29117
04514,29/12/2010,03516,55605,48044,77912,09489
04515,31/12/2010,49345,78206,25513,68476,59049
04516,05/01/2011,58814,44483,36115,38902,40330
04517,08/01/2011,55529,18104,67915,57502,66408
04518,12/01/2011,07611,30845,06981,24138,46063
04519,15/01/2011,51627,02620,32397,82103,00139
04520,19/01/2011,06946,04065,79867,36623,30517
04521,22/01/2011,48659,66594,31930,65651,70633
04522,26/01/2011,77357,03404,25152,82883,64869
04523,29/01/2011,71128,51140,11550,45531,27775
04524,02/02/2011,75967,36691,15749,33556,37918
04525,05/02/2011,31530,73793,40088,16311,49917
04526,09/02/2011,40755,68367,01807,02331,52020
04527,12/02/2011,57452,27154,72957,43876,41047
04528,16/02/2011,61873,30851,77678,36404,30317
04529,19/02/2011,25215,01732,28377,73147,34423
04530,23/02/2011,56692,38437,45512,52058,11420
04531,26/02/2011,21954,08229,59626,48083,27468
04532,02/03/2011,39065,16112,62929,51790,14961
04533,05/03/2011,10767,74831,66414,18149,13541
04534,09/03/2011,27349,28765,06740,38312,35614
04535,12/03/2011,50136,40796,71505,57510,00854
04536,16/03/2011,77207,74603,47753,44704,45733
04537,19/03/2011,04690,01379,32379,08318,47495
04538,23/03/2011,57602,17214,42518,63684,59520
04539,26/03/2011,44136,75677,75431,24726,68687
04540,30/03/2011,16376,70930,06734,63231,38044
04541,02/04/2011,14020,33490,66394,68227,36412
04542,06/04/2011,42007,45109,73295,03893,00529
04543,09/04/2011,11590,28841,06725,78183,26786
04544,13/04/2011,58833,18259,21986,38003,82437
04545,16/04/2011,73985,23774,08534,09454,72779
04546,19/04/2011,43560,50284,54741,60158,41405
04547,23/04/2011,31606,06571,16758,82962,31973
04548,27/04/2011,68077,32687,55790,22563,52177
04549,30/04/2011,31735,58543,06512,32556,20101
04550,04/05/2011,02669,73108,80846,50241,74494
04551,07/05/2011,45365,11890,71352,70843,55615
04552,11/05/2011,77688,79080,13378,27614,48415
04553,14/05/2011,04377,21733,31501,66193,06976
04554,18/05/2011,51607,42118,60365,67923,05200
04555,21/05/2011,46055,58978,32859,38999,17653
04556,25/05/2011,05289,10742,44280,61229,25749
04557,28/05/2011,49794,10774,44911,04247,38519
04558,01/06/2011,66709,20470,78692,77628,14147
04559,04/06/2011,34846,27962,10658,70004,71032
04560,08/06/2011,08263,77111,25224,35860,21422
04561,11/06/2011,21418,53188,10472,04932,31256
04562,15/06/2011,54407,64061,05032,77485,23101
04563,18/06/2011,40546,06816,06636,56743,07690
04564,22/06/2011,14321,52061,30549,04977,23960
04565,25/06/2011,61152,08640,26862,04848,36473
04566,29/06/2011,31953,44658,15290,31355,42203
04567,02/07/2011,07267,18992,73344,69039,66388
04568,06/07/2011,76322,78294,03413,40549,14860
04569,09/07/2011,25371,49590,70404,72116,20258
04570,13/07/2011,55475,51150,74318,34649,45314
04571,16/07/2011,79694,66552,51141,47511,38165
04572,20/07/2011,31596,12730,79204,66760,52412
04573,23/07/2011,09434,30728,03352,01618,74949
04574,27/07/2011,20223,19070,09520,66210,12434
04575,30/07/2011,58248,72025,07074,41890,48850
04576,03/08/2011,80972,50347,38537,05747,45728
04577,06/08/2011,50298,61036,61895,38261,58195
04578,10/08/2011,45697,70329,67622,27219,11214
04579,13/08/2011,10525,51900,58927,06053,68955
04580,17/08/2011,63505,07966,11869,81510,74467
04581,20/08/2011,44952,00221,56360,03026,14988
04582,24/08/2011,63189,55364,68111,58932,67646
04583,27/08/2011,50822,28922,55505,53972,04317
04584,31/08/2011,32518,35290,24252,13942,16144
04585,03/09/2011,06719,07112,70548,30659,75601
04586,08/09/2011,73430,21594,03723,05603,55761
04587,10/09/2011,30527,11050,13376,46072,02198
04588,14/09/2011,44604,79394,51957,11056,03401
04589,17/09/2011,24514,81864,22460,27176,47210
04590,21/09/2011,00904,22447,34372,82329,68092
04591,24/09/2011,30000,17718,09922,20205,02124
04592,28/09/2011,45902,46052,25553,67277,20409
04593,01/10/2011,04987,16777,16427,73064,11021
04594,05/10/2011,66317,41071,62150,58927,11523
04595,08/10/2011,63118,49573,01257,16677,08098
04596,13/10/2011,05272,59404,79646,17593,03727
04597,15/10/2011,31100,23537,50813,50511,03011
04598,19/10/2011,75136,76965,72667,43714,06926
04599,22/10/2011,27267,28643,46044,62943,51831
04600,26/10/2011,78299,17610,75139,17620,13771
04601,29/10/2011,16265,51763,19437,19809,61333
04602,03/11/2011,25326,73615,76488,49463,57981
04603,05/11/2011,73900,57164,44751,15200,08340
04604,09/11/2011,61854,07932,49561,25746,51988
